"","County","State","index","Rate"
"2058","Presidio County","TX","87.69",10.4
"2059","Presque Isle County","MI","86.15",8
"2060","Preston County","WV","87.25",4.6
"2061","Price County","WI","88.52",4.1
"2062","Prince Edward County","VA","92.92",5.2
"2063","Prince George's County","MD","92.06",4.1
"2064","Prince George County","VA","93.37",4.7
"2065","Prince William County","VA","92.47",3.6
"2066","Providence County","RI","88.46",5
"2067","Prowers County","CO","90.11",2.3
"2068","Pueblo County","CO","87.61",4.3
"2069","Pulaski County","AR","97.45",3.2
"2070","Pulaski County","IL","97.30",8.4
"2071","Pulaski County","IN","92.93",4.2
"2072","Pulaski County","KY","92.64",4.3
"2073","Pulaski County","MO","96.12",4.8
"2074","Pulaski County","VA","87.42",5.3
"2075","Pushmataha County","OK","97.08",6.8
"2076","Putnam County","IL","93.79",4.6
"2077","Putnam County","IN","93.52",3.8
"2078","Putnam County","MO","95.33",4.2
"2079","Putnam County","NY","88.44",3.8
"2080","Putnam County","OH","91.78",3.1
"2081","Putnam County","TN","92.42",4.8
"2082","Putnam County","WV","91.88",4.3
"2083","Quay County","NM","89.06",6.4
"2084","Queens County","NY","89.94",4.5
"2085","Quitman County","MS","97.49",8.5
"2086","Racine County","WI","91.73",4.4
"2087","Rains County","TX","98.18",3.6
"2088","Raleigh County","WV","87.46",5.8
"2089","Ralls County","MO","96.98",3.3
"2090","Ramsey County","MN","90.99",3.1
"2091","Ramsey County","ND","87.62",2.4
"2092","Randall County","TX","90.47",2.8
"2093","Randolph County","AL","93.61",5.1
"2094","Randolph County","AR","97.78",4.2
"2095","Randolph County","IL","97.00",4.4
"2096","Randolph County","IN","91.36",3.9
"2097","Randolph County","MO","96.67",4.1
"2098","Randolph County","NC","93.15",4.5
"2099","Randolph County","WV","85.35",5.2
"2100","Rankin County","MS","95.94",3.7
"2101","Ransom County","ND","90.00",1.8
"2102","Rappahannock County","VA","90.44",3.4
"2103","Ravalli County","MT","81.38",4.1
"2104","Rawlins County","KS","90.60",2.3
"2105","Ray County","MO","96.48",3.8
"2106","Reagan County","TX","91.61",5.4
"2107","Real County","TX","92.23",5.8
"2108","Red Lake County","MN","88.36",6.1
"2109","Red River County","TX","98.42",5.7
"2110","Red Willow County","NE","91.50",2.3
"2111","Redwood County","MN","92.20",3.3
"2112","Reeves County","TX","91.53",4.7
"2113","Refugio County","TX","96.54",6.4
"2114","Reno County","KS","95.24",4.2
"2115","Rensselaer County","NY","88.66",4
"2116","Renville County","MN","91.61",3.9
"2117","Renville County","ND","86.39",3.8
"2118","Republic County","KS","94.25",3
"2119","Reynolds County","MO","95.77",4.8
"2120","Rhea County","TN","92.18",7.8
"2121","Rice County","KS","94.99",3.6
"2122","Rice County","MN","90.94",2.7
"2123","Rich County","UT","80.39",3.2
"2124","Richardson County","NE","95.07",3.4
"2125","Richland County","IL","95.64",5.5
"2126","Richland County","MT","86.02",3.8
"2127","Richland County","ND","90.86",2.3
"2128","Richland County","OH","90.11",5.1
"2129","Richland County","SC","95.54",4
"2130","Richland County","WI","91.50",3.2
"2131","Richmond County","NC","94.62",6.8
"2132","Richmond County","NY","89.42",5.2
"2133","Richmond County","VA","92.33",3.6
"2134","Riley County","KS","95.50",3
"2135","Ringgold County","IA","94.23",2.7
"2136","Rio Arriba County","NM","81.81",6.9
"2137","Rio Blanco County","CO","81.63",4.1
"2138","Rio Grande County","CO","81.24",4.2
"2139","Ripley County","IN","92.83",3.9
"2140","Ripley County","MO","97.51",6.2
"2141","Ritchie County","WV","90.72",6.3
"2142","Riverside County","CA","91.31",5.7
"2143","Roane County","TN","93.48",5.3
"2144","Roane County","WV","91.04",9.1
"2145","Roanoke County","VA","89.12",3.6
"2146","Roberts County","SD","90.58",3.2
"2147","Roberts County","TX","92.54",4.7
"2148","Robertson County","KY","93.18",5
"2149","Robertson County","TN","94.83",3.9
"2150","Robertson County","TX","98.05",4.5
"2151","Robeson County","NC","95.33",7.5
"2152","Rock County","MN","91.31",1.8
"2153","Rock County","NE","90.24",2.5
"2154","Rock County","WI","92.07",3.8
"2155","Rock Island County","IL","94.13",5.5
"2156","Rockbridge County","VA","88.77",4.5
"2157","Rockcastle County","KY","92.06",4.3
"2158","Rockingham County","NC","92.84",5.3
"2159","Rockingham County","NH","87.73",2.6
"2160","Rockingham County","VA","88.43",3.4
"2161","Rockland County","NY","89.79",4
"2162","Rockwall County","TX","98.26",3.2
"2163","Roger Mills County","OK","94.53",4.6
"2164","Rogers County","OK","99.07",4.8
"2165","Rolette County","ND","86.61",7.1
"2166","Rooks County","KS","93.45",4.2
"2167","Roosevelt County","MT","85.54",4.1
"2168","Roosevelt County","NM","88.64",5.4
"2169","Roscommon County","MI","88.07",7.3
"2170","Roseau County","MN","87.77",3.9
"2171","Rosebud County","MT","86.09",4.7
"2172","Ross County","OH","92.15",5.2
"2173","Routt County","CO","80.28",2.7
"2174","Rowan County","KY","92.64",4.5
"2175","Rowan County","NC","92.84",5.2
"2176","Runnels County","TX","94.08",3.9
"2177","Rush County","IN","92.17",3.4
"2178","Rush County","KS","94.01",3.7
"2179","Rusk County","TX","97.24",5.3
"2180","Rusk County","WI","89.44",4.4
"2181","Russell County","AL","95.57",5.2
"2182","Russell County","KS","94.42",3.8
"2183","Russell County","KY","93.35",6.9
"2184","Russell County","VA","87.54",6.2
"2185","Rutherford County","NC","92.07",6.1
"2186","Rutherford County","TN","94.79",3.6
"2187","Rutland County","VT","87.86",3.4
"2188","Sabine County","TX","96.88",9.6
"2189","Sac County","IA","92.34",2.4
"2190","Sacramento County","CA","90.49",5
"2191","Sagadahoc County","ME","87.83",3.1
"2192","Saginaw County","MI","90.81",4.4
"2193","Saguache County","CO","81.00",4.5
"2194","Salem County","NJ","90.77",5.2
"2195","Saline County","AR","96.56",2.9
"2196","Saline County","IL","96.45",6.7
"2197","Saline County","KS","96.12",3.5
"2198","Saline County","MO","96.95",3.6
"2199","Saline County","NE","93.85",2.7
"2200","Salt Lake County","UT","83.71",2.4
"2201","Saluda County","SC","95.18",3.5
"2202","Sampson County","NC","95.30",5.1
"2203","San Augustine County","TX","96.87",8.7
"2204","San Benito County","CA","85.77",5.9
"2205","San Bernardino County","CA","90.59",5.3
"2206","San Diego County","CA","85.92",4.3
"2208","San Jacinto County","TX","96.82",5.9
"2209","San Joaquin County","CA","90.56",7.7
"2211","San Juan County","NM","83.98",7.9
"2212","San Juan County","UT","85.40",5.9
"2214","San Luis Obispo County","CA","85.89",3.8
"2215","San Mateo County","CA","83.86",2.8
"2216","San Miguel County","CO","81.88",5.3
"2217","San Miguel County","NM","86.03",7.3
"2218","San Patricio County","TX","97.08",7.2
"2219","San Saba County","TX","94.90",3.5
"2220","Sanborn County","SD","92.62",4.5
"2221","Sanders County","MT","81.46",6.7
"2222","Sandoval County","NM","83.49",6.4
"2223","Sandusky County","OH","91.20",4.2
"2224","Sangamon County","IL","95.66",4.3
"2225","Sanilac County","MI","89.69",4.8
"2226","Sanpete County","UT","81.75",2.8
"2227","Santa Barbara County","CA","83.98",4.6
"2228","Santa Clara County","CA","85.56",3.5
"2229","Santa Cruz County","AZ","86.23",9.1
"2230","Santa Cruz County","CA","85.13",6.1
"2231","Santa Fe County","NM","83.12",5.1
"2232","Saratoga County","NY","88.73",3.6
"2233","Sargent County","ND","90.44",1.7
"2234","Sarpy County","NE","94.23",2.6
"2235","Sauk County","WI","91.34",3.3
"2236","Saunders County","NE","93.73",2.7
"2237","Sawyer County","WI","89.12",5.3
"2238","Schenectady County","NY","88.47",4
"2239","Schleicher County","TX","92.01",4.7
"2240","Schoharie County","NY","87.84",4.8
"2241","Schoolcraft County","MI","87.56",7.6
"2242","Schuyler County","IL","96.20",5
"2243","Schuyler County","MO","95.56",6.1
"2244","Schuyler County","NY","87.18",5.6
"2245","Schuylkill County","PA","88.88",5.7
"2246","Scioto County","OH","92.51",6.6
"2247","Scotland County","MO","95.96",3.4
"2248","Scotland County","NC","94.88",8.8
"2249","Scott County","AR","95.88",3.1
"2250","Scott County","IA","93.86",4.1
"2251","Scott County","IL","96.69",4.9
"2252","Scott County","IN","94.28",4.2
"2253","Scott County","KS","91.56",2.3
"2254","Scott County","KY","93.02",3.1
"2255","Scott County","MN","91.45",2.7
"2256","Scott County","MO","97.61",4.9
"2257","Scott County","MS","95.60",4.5
"2258","Scott County","TN","90.68",7.5
"2259","Scott County","VA","88.97",4.6
"2260","Scotts Bluff County","NE","87.05",3.5
"2261","Scurry County","TX","92.95",4.8
"2262","Searcy County","AR","95.22",4.1
"2263","Sebastian County","AR","97.35",3.3
"2264","Sedgwick County","CO","88.31",2.1
"2265","Sedgwick County","KS","96.01",4.3
"2266","Seminole County","OK","98.16",6.7
"2267","Seneca County","NY","88.66",4.3
"2268","Seneca County","OH","90.96",4.3
"2269","Sequatchie County","TN","90.30",5.7
"2270","Sequoyah County","OK","97.95",5.9
"2271","Sevier County","AR","97.46",4.7
"2272","Sevier County","TN","91.23",4.1
"2273","Sevier County","UT","81.29",3.2
"2274","Seward County","KS","92.34",4
"2275","Seward County","NE","93.54",2.3
"2276","Shackelford County","TX","95.45",3.6
"2277","Shannon County","MO","96.01",6.2
"2278","Shannon County","SD","88.11",10.3
"2279","Sharkey County","MS","97.71",7.6
"2280","Sharp County","AR","97.48",5
"2281","Shasta County","CA","86.01",6.4
"2282","Shawano County","WI","89.69",3.5
"2283","Shawnee County","KS","96.42",3.7
"2284","Sheboygan County","WI","89.69",3.2
"2285","Shelby County","AL","95.30",4.1
"2286","Shelby County","IA","92.71",2.4
"2287","Shelby County","IL","95.31",5.5
"2288","Shelby County","IN","93.12",3.4
"2289","Shelby County","KY","93.56",2.9
"2290","Shelby County","MO","96.48",3.4
"2291","Shelby County","OH","91.27",3.6
"2292","Shelby County","TN","97.18",5.3
"2293","Shelby County","TX","97.13",5.4
"2294","Shenandoah County","VA","89.41",3.6
"2295","Sherburne County","MN","91.04",3.4
"2296","Sheridan County","KS","91.65",2.4
"2297","Sheridan County","MT","85.34",2.8
"2298","Sheridan County","ND","87.32",4.2
"2299","Sheridan County","NE","86.67",2.9
"2300","Sheridan County","WY","84.58",3.7
"2301","Sherman County","KS","89.30",3.4
"2302","Sherman County","NE","92.00",2.8
"2303","Sherman County","OR","83.80",4
"2304","Sherman County","TX","90.96",2.9
"2305","Shiawassee County","MI","91.02",4.3
"2306","Shoshone County","ID","80.88",7.4
"2307","Sibley County","MN","91.61",3.2
"2308","Sierra County","CA","80.74",6.5
"2309","Sierra County","NM","86.21",7.8
"2310","Silver Bow County","MT","79.60",3.7
"2311","Simpson County","KY","94.85",3.6
"2312","Simpson County","MS","95.50",5
"2313","Sioux County","IA","92.35",1.4
"2314","Sioux County","ND","88.77",4
"2315","Sioux County","NE","86.10",2.8
"2316","Siskiyou County","CA","82.21",7.8
"2317","Skagit County","WA","82.70",6.5
"2318","Skamania County","WA","82.52",7.1
"2319","Slope County","ND","86.20",2
"2320","Smith County","KS","93.61",3.1
"2321","Smith County","MS","95.60",4.8
"2322","Smith County","TN","94.80",4.3
"2323","Smith County","TX","97.57",4.2
"2324","Smyth County","VA","86.19",5.7
"2325","Snohomish County","WA","84.32",4.2
"2326","Snyder County","PA","89.48",4.5
"2327","Socorro County","NM","85.17",6.9
"2328","Solano County","CA","88.08",5.1
"2329","Somerset County","MD","90.81",6.6
"2330","Somerset County","ME","87.05",5.4
"2331","Somerset County","NJ","90.58",3.3
"2332","Somerset County","PA","86.33",6.5
"2333","Somervell County","TX","97.59",4.1
"2334","Sonoma County","CA","83.92",3.7
"2335","Southampton County","VA","94.10",3.9
"2336","Spartanburg County","SC","93.64",3.8
"2337","Spencer County","IN","95.48",3.9
"2338","Spencer County","KY","94.33",3.2
"2339","Spink County","SD","91.91",2.7
"2340","Spokane County","WA","83.21",5.6
"2341","Spotsylvania County","VA","92.72",4
"2342","Stafford County","KS","94.58",3.7
"2343","Stafford County","VA","92.69",3.9
"2344","Stanislaus County","CA","90.44",7.9
"2345","Stanley County","SD","90.46",2.5
"2346","Stanly County","NC","93.97",4.5
"2347","Stanton County","KS","91.26",2.7
"2348","Stanton County","NE","92.39",2.6
"2349","Stark County","IL","93.76",6.7
"2350","Stark County","ND","86.71",3.2
"2351","Stark County","OH","89.79",4.8
"2352","Starke County","IN","92.54",4.7
"2353","Starr County","TX","96.95",12.3
"2354","Stearns County","MN","89.71",3.1
"2355","Steele County","MN","90.71",3
"2356","Steele County","ND","88.46",2
"2357","Stephens County","OK","97.48",9.1
"2358","Stephens County","TX","96.33",4.9
"2359","Stephenson County","IL","92.54",5.2
"2360","Sterling County","TX","92.31",5
"2361","Steuben County","IN","90.93",3.4
"2362","Steuben County","NY","86.79",5.3
"2363","Stevens County","KS","91.74",3.3
"2364","Stevens County","MN","91.14",2.4
"2365","Stevens County","WA","82.46",7.6
"2366","Stewart County","TN","95.93",6.1
"2367","Stillwater County","MT","83.93",3.5
"2368","Stoddard County","MO","97.73",5.3
"2369","Stokes County","NC","91.71",4.5
"2370","Stone County","AR","95.91",4.9
"2371","Stone County","MO","95.94",4.5
"2372","Stone County","MS","95.36",6.2
"2373","Stonewall County","TX","95.08",4.2
"2374","Storey County","NV","82.02",4.9
"2375","Story County","IA","93.69",1.7
"2376","Strafford County","NH","87.44",2.2
"2377","Stutsman County","ND","88.36",2.1
"2378","Sublette County","WY","79.91",5.2
"2379","Suffolk County","MA","88.62",2.4
"2380","Suffolk County","NY","88.17",4.1
"2381","Sullivan County","IN","95.16",5
"2382","Sullivan County","MO","95.86",4.4
"2383","Sullivan County","NH","87.70",2.1
"2384","Sullivan County","NY","88.23",4.7
"2385","Sullivan County","PA","87.84",5.3
"2386","Sullivan County","TN","89.43",5.1
"2387","Sully County","SD","89.90",2.3
"2388","Summers County","WV","87.35",5.5
"2390","Summit County","OH","90.03",4.5
"2391","Summit County","UT","80.19",2.9
"2392","Sumner County","KS","96.65",3.9
"2393","Sumner County","TN","94.72",3.7
"2394","Sumter County","AL","96.56",7.3
"2395","Sumter County","SC","95.74",4.9
"2396","Sunflower County","MS","97.62",8.1
"2397","Surry County","NC","90.51",4.4
"2398","Surry County","VA","93.26",4.4
"2399","Susquehanna County","PA","88.30",4.8
"2400","Sussex County","DE","90.98",4.2
"2401","Sussex County","NJ","88.89",3.7
"2402","Sussex County","VA","93.61",6.2
"2403","Sutter County","CA","90.95",9.3
"2404","Sutton County","TX","92.19",6.6
"2405","Swain County","NC","86.67",5
"2406","Sweet Grass County","MT","82.05",2.8
"2407","Sweetwater County","WY","80.76",5.2
"2408","Swift County","MN","91.52",3.9
"2409","Swisher County","TX","90.69",3.9
"2410","Switzerland County","IN","93.61",4.2
"2411","Talbot County","MD","91.24",4.2
"2412","Talladega County","AL","95.03",6.7
"2413","Tallahatchie County","MS","97.20",5.5
"2414","Tallapoosa County","AL","94.79",5.2
"2415","Tama County","IA","93.45",3.3
"2416","Taney County","MO","96.35",4.5
"2417","Taos County","NM","81.15",8
"2418","Tarrant County","TX","98.15",3.5
"2419","Tate County","MS","97.14",5
"2420","Taylor County","IA","94.05",2.5
"2421","Taylor County","KY","93.75",4.1
"2422","Taylor County","TX","93.66",3.4
"2423","Taylor County","WI","89.09",3.6
"2424","Taylor County","WV","88.92",4.6
"2425","Tazewell County","IL","94.72",5.6
"2426","Tazewell County","VA","86.15",7.2
"2427","Tehama County","CA","88.10",6.4
"2428","Teller County","CO","79.21",3.3
"2429","Terrell County","TX","92.46",4.3
"2430","Terry County","TX","90.18",4.3
"2431","Teton County","ID","80.05",4.7
"2432","Teton County","MT","82.55",3.8
"2433","Teton County","WY","79.57",5.7
"2434","Texas County","MO","94.91",5.4
"2435","Texas County","OK","91.71",3.2
"2436","Thayer County","NE","93.88",2
"2437","Thomas County","KS","90.42",2.7
"2438","Thomas County","NE","88.77",3.7
"2439","Throckmorton County","TX","96.27",3.8
"2440","Thurston County","NE","92.68",5.2
"2441","Thurston County","WA","85.06",5.5
"2442","Tillamook County","OR","82.35",4.8
"2443","Tillman County","OK","97.21",4.6
"2444","Tioga County","NY","88.19",4.7
"2445","Tioga County","PA","87.27",6.1
"2446","Tippah County","MS","96.15",4.7
"2447","Tippecanoe County","IN","93.64",3.4
"2448","Tipton County","IN","92.38",3.2
"2449","Tipton County","TN","97.10",5.4
"2450","Tishomingo County","MS","95.87",5
"2451","Titus County","TX","98.40",5.8
"2452","Todd County","KY","95.11",3.4
"2453","Todd County","MN","88.86",4.4
"2454","Todd County","SD","89.14",5.9
"2455","Tolland County","CT","88.19",3.1
"2456","Tom Green County","TX","93.12",3.9
"2457","Tompkins County","NY","87.81",3.4
"2458","Tooele County","UT","85.50",2.8
"2459","Toole County","MT","82.54",3.4
"2460","Torrance County","NM","83.47",8.7
"2461","Towner County","ND","87.01",2
"2462","Traill County","ND","89.25",2.1
"2463","Transylvania County","NC","86.67",4.8
"2464","Traverse County","MN","91.51",2.7
"2465","Travis County","TX","97.16",2.9
"2466","Treasure County","MT","86.78",2.9
"2467","Trego County","KS","93.09",3.2
"2468","Trempealeau County","WI","91.48",3
"2469","Trigg County","KY","95.90",4.3
"2470","Trimble County","KY","93.66",4.4
"2471","Trinity County","CA","82.49",6.4
"2472","Trinity County","TX","97.33",5.7
"2473","Tripp County","SD","90.63",2.2
"2474","Trousdale County","TN","94.68",4.2
"2475","Trumbull County","OH","89.61",5.8
"2476","Tucker County","WV","85.45",4.7
"2477","Tulare County","CA","90.51",10.8
"2478","Tulsa County","OK","99.13",4.6
"2479","Tunica County","MS","97.77",5.9
"2480","Tuolumne County","CA","85.35",5.7
"2481","Turner County","SD","92.67",2.3
"2482","Tuscaloosa County","AL","96.01",5.2
"2483","Tuscarawas County","OH","90.38",5
"2484","Tuscola County","MI","90.11",5.1
"2485","Twin Falls County","ID","84.07",3.3
"2486","Tyler County","TX","96.69",7.5
"2487","Tyler County","WV","90.66",7.5
"2488","Tyrrell County","NC","93.07",8.1
"2489","Uinta County","WY","80.45",4.8
"2490","Uintah County","UT","83.56",6.5
"2491","Ulster County","NY","89.01",4.1
"2492","Umatilla County","OR","84.54",5.3
"2493","Unicoi County","TN","85.60",6.7
"2494","Union County","AR","97.97",4.9
"2495","Union County","IA","93.84",3.1
"2496","Union County","IL","96.45",6.4
"2497","Union County","IN","92.25",3.5
"2498","Union County","KY","96.29",5.2
"2499","Union County","MS","96.51",4
"2500","Union County","NC","93.96",4
"2501","Union County","NJ","90.13",4.2
"2502","Union County","NM","86.37",4.4
"2503","Union County","OH","91.45",3.4
"2504","Union County","OR","81.99",5.5
"2505","Union County","PA","89.39",4.4
"2506","Union County","SC","94.77",4.6
"2507","Union County","SD","92.81",2.8
"2508","Union County","TN","91.76",5.5
"2509","Upshur County","TX","97.86",5.8
"2510","Upshur County","WV","88.15",6.3
"2511","Upton County","TX","91.67",4.7
"2512","Utah County","UT","83.09",2.2
"2513","Uvalde County","TX","95.60",5.1
"2514","Val Verde County","TX","94.57",5.8
"2515","Valencia County","NM","86.61",6.7
"2516","Valley County","ID","80.11",6
"2517","Valley County","MT","84.90",2.9
"2518","Valley County","NE","91.52",2.8
"2519","Van Buren County","AR","95.61",5.9
"2520","Van Buren County","IA","95.80",3.4
"2521","Van Buren County","MI","91.65",4.7
"2522","Van Buren County","TN","90.80",5.6
"2523","Van Wert County","OH","91.93",3.7
"2524","Van Zandt County","TX","98.09",3.9
"2525","Vance County","NC","93.44",6.8
"2526","Vanderburgh County","IN","95.63",3.8
"2527","Venango County","PA","88.30",6.8
"2528","Ventura County","CA","84.72",5
"2529","Vermilion County","IL","93.87",6.4
"2530","Vermillion County","IN","94.36",5.2
"2531","Vernon County","MO","98.32",3.9
"2532","Vernon County","WI","91.26",3.2
"2533","Victoria County","TX","97.42",4.7
"2534","Vigo County","IN","94.85",4.6
"2535","Vilas County","WI","87.52",5
"2536","Vinton County","OH","92.04",6.3
"2537","Wabash County","IL","95.71",5.7
"2538","Wabash County","IN","92.29",3.7
"2539","Wabasha County","MN","91.50",2.8
"2540","Wabaunsee County","KS","95.75",4
"2541","Wadena County","MN","88.44",4.6
"2542","Wagoner County","OK","99.31",4.7
"2543","Wahkiakum County","WA","84.64",8.9
"2544","Wake County","NC","94.21",3.9
"2545","Waldo County","ME","87.43",3.9
"2546","Walker County","AL","95.87",6.8
"2547","Walker County","TX","97.24",4.8
"2548","Walla Walla County","WA","86.17",5.2
"2549","Wallace County","KS","89.76",2.6
"2550","Waller County","TX","97.08",4.9
"2551","Wallowa County","OR","81.61",6.4
"2552","Walsh County","ND","88.00",2.8
"2553","Walthall County","MS","95.20",6.7
"2554","Walworth County","SD","89.49",4.2
"2555","Walworth County","WI","91.64",3.5
"2556","Wapello County","IA","95.19",6.6
"2557","Ward County","ND","86.48",3.2
"2558","Ward County","TX","92.81",5
"2559","Warren County","IA","94.82",2.6
"2560","Warren County","IL","94.59",4.6
"2561","Warren County","IN","93.76",4
"2562","Warren County","KY","95.21",3.1
"2563","Warren County","MO","96.43",3.2
"2564","Warren County","MS","97.36",5.8
"2565","Warren County","NC","93.60",7.2
"2566","Warren County","NJ","89.84",3.7
"2567","Warren County","NY","87.81",5.4
"2568","Warren County","OH","92.64",3.7
"2569","Warren County","PA","87.52",5
"2570","Warren County","TN","92.52",4.4
"2571","Warren County","VA","89.72",3.9
"2572","Warrick County","IN","95.67",3.9
"2573","Wasatch County","UT","80.44",2.6
"2574","Wasco County","OR","83.09",4.8
"2575","Waseca County","MN","91.28",3.4
"2576","Washakie County","WY","83.96",3.6
"2577","Washburn County","WI","89.39",4.3
"2578","Washington County","AL","95.93",8.5
"2579","Washington County","AR","95.04",2.4
"2580","Washington County","CO","87.20",1.9
"2581","Washington County","IA","94.76",2.5
"2582","Washington County","ID","84.33",5.2
"2583","Washington County","IL","96.60",3.4
"2584","Washington County","IN","93.53",3.9
"2585","Washington County","KS","94.52",3
"2586","Washington County","KY","93.90",3.2
"2587","Washington County","MD","90.84",4.6
"2588","Washington County","ME","86.86",5.2
"2589","Washington County","MN","90.93",2.8
"2590","Washington County","MO","95.92",5.1
"2591","Washington County","MS","97.73",8.1
"2592","Washington County","NC","94.20",7.5
"2593","Washington County","NE","93.72",2.8
"2594","Washington County","NY","88.63",4.4
"2595","Washington County","OH","91.51",6.1
"2596","Washington County","OK","98.80",4.7
"2597","Washington County","OR","84.90",3.8
"2598","Washington County","PA","89.42",5.5
"2599","Washington County","RI","88.78",4.1
"2600","Washington County","TN","89.53",4.7
"2601","Washington County","TX","97.47",4.6
"2602","Washington County","UT","86.05",2.7
"2603","Washington County","VA","87.80",4.5
"2604","Washington County","VT","87.44",2.8
"2605","Washington County","WI","90.30",3.1
"2606","Washita County","OK","95.85",6.4
"2607","Washoe County","NV","82.34",4.2
"2608","Washtenaw County","MI","90.41",3
"2609","Watauga County","NC","84.94",3.9
"2610","Watonwan County","MN","92.21",3.9
"2611","Waukesha County","WI","91.25",3.2
"2612","Waupaca County","WI","90.22",3.4
"2613","Waushara County","WI","90.15",4.3
"2614","Wayne County","IA","94.94",3.1
"2615","Wayne County","IL","96.12",7.3
"2616","Wayne County","IN","91.72",4.3
"2617","Wayne County","KY","92.81",6.1
"2618","Wayne County","MI","90.88",6
"2619","Wayne County","MO","97.31",4.4
"2620","Wayne County","MS","95.79",6.7
"2621","Wayne County","NC","95.10",5.7
"2622","Wayne County","NE","92.16",2.2
"2623","Wayne County","NY","88.67",4.7
"2624","Wayne County","OH","90.17",3.6
"2625","Wayne County","PA","88.17",5.2
"2626","Wayne County","TN","94.97",5.7
"2627","Wayne County","UT","85.32",6.9
"2628","Wayne County","WV","92.09",5.7
"2629","Weakley County","TN","96.51",5.6
"2630","Webb County","TX","96.78",4.1
"2631","Weber County","UT","84.02",2.9
"2632","Webster County","IA","92.81",3.2
"2633","Webster County","KY","96.06",4.6
"2634","Webster County","MO","94.66",4.2
"2635","Webster County","MS","95.87",5.6
"2636","Webster County","NE","93.06",2.8
"2637","Webster County","WV","87.52",7.3
"2638","Weld County","CO","86.54",2.6
"2639","Wells County","IN","92.00",3.1
"2640","Wells County","ND","87.80",3.1
"2641","Westchester County","NY","89.18",4
"2642","Westmoreland County","PA","88.69",5.2
"2643","Westmoreland County","VA","91.53",4.5
"2644","Weston County","WY","85.26",4.4
"2645","Wetzel County","WV","90.14",7.3
"2646","Wexford County","MI","88.30",4.9
"2647","Wharton County","TX","97.23",4.5
"2648","Whatcom County","WA","83.27",5.7
"2649","Wheatland County","MT","82.05",4.5
"2650","Wheeler County","NE","91.60",2.1
"2651","Wheeler County","OR","81.91",4.6
"2652","Wheeler County","TX","93.65",4.5
"2653","White County","AR","97.69",4.3
"2654","White County","IL","96.23",5.3
"2655","White County","IN","93.31",4.1
"2656","White County","TN","92.60",5.2
"2657","White Pine County","NV","81.34",4.2
"2658","Whiteside County","IL","93.54",5.2
"2659","Whitley County","IN","91.65",3.4
"2660","Whitley County","KY","91.87",5.3
"2661","Whitman County","WA","84.39",4.2
"2662","Wibaux County","MT","85.65",3.3
"2663","Wichita County","KS","90.91",2.5
"2664","Wichita County","TX","97.71",3.9
"2665","Wicomico County","MD","91.55",6
"2666","Wilbarger County","TX","97.04",4.4
"2667","Wilcox County","AL","96.31",14.7
"2668","Wilkes County","NC","90.13",4.5
"2669","Wilkin County","MN","90.51",2.4
"2670","Wilkinson County","MS","96.80",8.3
"2671","Will County","IL","93.09",5.4
"2672","Willacy County","TX","96.19",10.8
"2673","Williams County","ND","85.80",3.5
"2674","Williams County","OH","91.38",3.9
"2675","Williamsburg County","SC","95.64",5.9
"2676","Williamson County","IL","96.50",5.4
"2677","Williamson County","TN","94.52",3.4
"2678","Williamson County","TX","97.07",3.1
"2679","Wilson County","KS","97.82",5.8
"2680","Wilson County","NC","94.88",7.8
"2681","Wilson County","TN","94.99",3.7
"2682","Wilson County","TX","97.37",3.6
"2683","Windham County","CT","88.44",3.9
"2684","Windham County","VT","87.74",3.1
"2685","Windsor County","VT","87.78",2.7
"2686","Winkler County","TX","91.70",7.2
"2687","Winnebago County","IA","91.55",3
"2688","Winnebago County","IL","92.73",5.9
"2689","Winnebago County","WI","90.40",3.3
"2690","Winneshiek County","IA","91.39",2.3
"2691","Winona County","MN","91.28",2.9
"2692","Winston County","AL","94.95",6.9
"2693","Winston County","MS","95.54",6.5
"2694","Wirt County","WV","91.14",7.7
"2695","Wise County","TX","97.76",4.1
"2696","Wise County","VA","87.41",8.2
"2697","Wolfe County","KY","92.04",6.9
"2698","Wood County","OH","91.32",3.7
"2699","Wood County","TX","97.95",4.9
"2700","Wood County","WI","90.14",4.1
"2701","Wood County","WV","91.47",5
"2702","Woodbury County","IA","92.64",3.3
"2703","Woodford County","IL","93.82",4.7
"2704","Woodford County","KY","93.43",2.6
"2705","Woodruff County","AR","98.03",4.7
"2706","Woods County","OK","96.20",2.9
"2707","Woodson County","KS","97.39",5.4
"2708","Woodward County","OK","95.04",5.4
"2709","Worcester County","MA","87.66",2.7
"2710","Worcester County","MD","90.17",10
"2711","Worth County","IA","91.38",2.8
"2712","Worth County","MO","95.12",2.6
"2713","Wright County","IA","92.56",3.7
"2714","Wright County","MN","90.93",3.1
"2715","Wright County","MO","94.93",4.7
"2716","Wyandot County","OH","91.26",3.4
"2717","Wyandotte County","KS","96.77",5.1
"2718","Wyoming County","NY","87.10",5.1
"2719","Wyoming County","PA","88.66",5.3
"2720","Wyoming County","WV","88.26",7.5
"2721","Wythe County","VA","86.43",5.8
"2722","Yadkin County","NC","92.13",4.1
"2723","Yakima County","WA","83.71",8.3
"2724","Yalobusha County","MS","96.52",5.3
"2725","Yamhill County","OR","84.85",4.3
"2726","Yancey County","NC","85.17",4.7
"2727","Yankton County","SD","92.99",2.5
"2728","Yates County","NY","88.14",4.3
